"Reason for Credit Entry","Sub Order No","Order Date","Customer State","Product Name","SKU","Size","Quantity","Supplier Listed Price (Incl. GST + Commission)","Supplier Discounted Price (Incl GST and Commision)","Packet Id"
"DELIVERED","141514822214161216_1","2025-04-09","Bihar","Men's Printed & Solid Shirts | Casual, Formal, Party Wear | Popcorn Fabric","Shirt","L","1","4.0","4.0",
"DELIVERED","141520253364099328_1","2025-04-09","Rajasthan","Men's Printed & Solid Shirts | Casual, Formal, Party Wear | Popcorn Fabric","Shirt","L","1","4.0","4.0",
"DELIVERED","144260393379241152_1","2025-04-17","Punjab","Lunch Box | 3 Compartment Stainless Steel Lunchbox | Leak-Proof Tiffin Box for Kids & Adults | BPA-Free Bento Lunch Box with Spoon, Fork & Chopsticks | School Lunch Box for Boys & Girls | Office Lunch Box for Men & Women | Reusable, Durable, Eco-Friendly Tiffin Box","lunchbox","Free Size","1","395.0","395.0",
"DELIVERED","144301306253253504_1","2025-04-17","West Bengal","Lunch Box | 3 Compartment Stainless Steel Lunchbox | Leak-Proof Tiffin Box for Kids & Adults | BPA-Free Bento Lunch Box with Spoon, Fork & Chopsticks | School Lunch Box for Boys & Girls | Office Lunch Box for Men & Women | Reusable, Durable, Eco-Friendly Tiffin Box","lunchbox","Free Size","1","395.0","395.0",
"RTO_COMPLETE","144647968325573184_1","2025-04-18","Andhra Pradesh","Men's Popcorn Fabric Designer Shirt | Urban Casual Shirt for Men | Half Sleeve Stylish Shirt | Daily Fashion Wear | Trendy Shirt for Men with Button Down Collar | College & Street Style Shirt | Perfect Gift for Boys & Men | Lightweight Summer Shirt | Party Look Men?s Shirt","TfoHWgNL","M","1","300.0","300.0",
"DELIVERED","144703815622956992_1","2025-04-18","Telangana","Men's Popcorn Fabric Designer Shirt | Urban Casual Shirt for Men | Half Sleeve Stylish Shirt | Daily Fashion Wear | Trendy Shirt for Men with Button Down Collar | College & Street Style Shirt | Perfect Gift for Boys & Men | Lightweight Summer Shirt | Party Look Men?s Shirt","TfoHWgNL","S","1","231.0","231.0",
"DELIVERED","144749275502974784_1","2025-04-18","Andhra Pradesh","Men's Popcorn Fabric Designer Shirt | Urban Casual Shirt for Men | Half Sleeve Stylish Shirt | Daily Fashion Wear | Trendy Shirt for Men with Button Down Collar | College & Street Style Shirt | Perfect Gift for Boys & Men | Lightweight Summer Shirt | Party Look Men?s Shirt","TfoHWgNL","L","1","269.0","269.0",
"RTO_COMPLETE","145464775946114880_1","2025-04-20","Tamil Nadu","Track | Traack Stylish Jogger Lower for Men | Lower for Men Sports | Gym Track Pants for Men | Stylish Casual Wear Lower | Daily Wear Traack Pant | Combo Pack of 2 | Stretchable & Comfortable Fit | Stylish Trendy Track Pants | Men?s Lower Pack | Casual & Gymwear","track","XL","1","252.0","252.0",
"DELIVERED","145530133494045248_1","2025-04-20","Gujarat","Imported Stylish Shirts For Mens","white","S","1","240.0","240.0",
"DELIVERED","145530649541511360_1","2025-04-20","Gujarat","Track | Traack Premium Jogger Lower for Men | Sports & Casual Wear Combo | Lower for Men Pack of 3 | Trendy & Comfortable Track Pants | Stretchable Slim Fit Jogger | Men?s Bottomwear for Gym, Yoga, Travel | Soft Fabric Daily Wear Lower | Fashionable Traack Pant","set of 3","30","1","370.0","370.0",
"DELIVERED","145530766344489152_1","2025-04-20","Gujarat","Track | Traack Daily Wear Joggers for Men | Gym & Casual Lower for Men | Combo Pack of 2 Black & Green | Sports Track Pants | Stretchable & Breathable Bottomwear | Men?s Jogging, Running, Workout Pant | Soft Cotton Blend Joggers | Stylish Activewear Track Pants","blue & black set of 2","28","1","290.0","290.0",
"DELIVERED","145531796768967936_1","2025-04-20","Gujarat","Formal Shirt for Men | Regular Fit Solid Shirt with Button-Down Collar #JustHere","white shirt","M","1","250.0","250.0",
"DELIVERED","145532479133391424_1","2025-04-20","Gujarat","Imported Stylish Shirts For Mens","white","S","1","240.0","240.0",
"DELIVERED","145532839001754752_1","2025-04-20","Gujarat","Track | Traack Premium Jogger Lower for Men | Sports & Casual Wear Combo | Lower for Men Pack of 3 | Trendy & Comfortable Track Pants | Stretchable Slim Fit Jogger | Men?s Bottomwear for Gym, Yoga, Travel | Soft Fabric Daily Wear Lower | Fashionable Traack Pant","set of 3","28","1","370.0","370.0",
"DELIVERED","145533033143441216_1","2025-04-20","Gujarat","Formal Shirt for Men | Regular Fit Solid Shirt with Button-Down Collar #JustHere","white shirt","M","1","250.0","250.0",
"DELIVERED","145535329137793600_1","2025-04-20","Gujarat","Imported Stylish Shirts For Mens","white","S","1","240.0","240.0",
"DELIVERED","145535329137793600_2","2025-04-20","Gujarat","Track | Traack Premium Jogger Lower for Men | Sports & Casual Wear Combo | Lower for Men Pack of 3 | Trendy & Comfortable Track Pants | Stretchable Slim Fit Jogger | Men?s Bottomwear for Gym, Yoga, Travel | Soft Fabric Daily Wear Lower | Fashionable Traack Pant","set of 3","28","1","326.0","326.0",
"DELIVERED","145535329137793600_3","2025-04-20","Gujarat","Formal Shirt for Men | Regular Fit Solid Shirt with Button-Down Collar #JustHere","white shirt","M","1","250.0","250.0",
"DELIVERED","145547063413044928_1","2025-04-20","Tamil Nadu","Men?s Popcorn Fabric Shirt | Printed Casual & Formal Shirt | Stylish Half Sleeve Kurta Style Shirt | Solid Party Wear Shirt for Men | Office & Daily Wear ","Shirt","L","1","180.0","180.0",
"DELIVERED","145547407132361216_1","2025-04-20","Gujarat","Imported Stylish Shirts For Mens","white","S","1","240.0","240.0",
"DELIVERED","145566785366234944_1","2025-04-20","Gujarat","Formal Shirt for Men | Regular Fit Solid Shirt with Button-Down Collar #JustHere","white shirt","L","1","250.0","250.0",
"DELIVERED","145566785366234944_2","2025-04-20","Gujarat","Men?s Solid Formal Shirt | Regular Fit, Button-Down Collar, Stylish Office Wear","Blue shirt","XL","1","250.0","250.0",
"DELIVERED","145567008385767232_1","2025-04-20","Gujarat","Imported Stylish Shirts For Mens","white","M","1","280.0","280.0",
"DELIVERED","145567089479927296_1","2025-04-20","Gujarat","Track | Traack Premium Jogger Lower for Men | Sports & Casual Wear Combo | Lower for Men Pack of 3 | Trendy & Comfortable Track Pants | Stretchable Slim Fit Jogger | Men?s Bottomwear for Gym, Yoga, Travel | Soft Fabric Daily Wear Lower | Fashionable Traack Pant","set of 3","28","1","370.0","370.0",
"DELIVERED","145567172827412160_1","2025-04-20","Gujarat","Formal Shirt for Men | Regular Fit Solid Shirt with Button-Down Collar #JustHere","white shirt","M","1","250.0","250.0",
"DELIVERED","145567560943138496_1","2025-04-20","Gujarat","Track | Traack Premium Jogger Lower for Men | Sports & Casual Wear Combo | Lower for Men Pack of 3 | Trendy & Comfortable Track Pants | Stretchable Slim Fit Jogger | Men?s Bottomwear for Gym, Yoga, Travel | Soft Fabric Daily Wear Lower | Fashionable Traack Pant","set of 3","28","1","370.0","370.0",
"DELIVERED","145567560943138496_2","2025-04-20","Gujarat","Formal Shirt for Men | Regular Fit Solid Shirt with Button-Down Collar #JustHere","white shirt","L","1","250.0","250.0",
"DELIVERED","145568650945305152_1","2025-04-20","Gujarat","Regular Fit Formal Shirt for Men | Solid Color, Button Down Collar, Workwear Style","nXjfyqGd","L","2","250.0","250.0",
"DELIVERED","145569123422279488_1","2025-04-20","Gujarat","Imported Stylish Shirts For Mens","white","L","1","280.0","280.0",
"DELIVERED","145569261266868800_1","2025-04-20","Gujarat","Track | Traack Premium Jogger Lower for Men | Sports & Casual Wear Combo | Lower for Men Pack of 3 | Trendy & Comfortable Track Pants | Stretchable Slim Fit Jogger | Men?s Bottomwear for Gym, Yoga, Travel | Soft Fabric Daily Wear Lower | Fashionable Traack Pant","set of 3","32","1","370.0","370.0",
"DELIVERED","145586166896954496_1","2025-04-20","Gujarat","Imported Stylish Shirts For Mens","white","M","1","280.0","280.0",
"DELIVERED","145586331243791872_1","2025-04-20","Gujarat","Track | Traack Daily Wear Joggers for Men | Gym & Casual Lower for Men | Combo Pack of 2 Black & Green | Sports Track Pants | Stretchable & Breathable Bottomwear | Men?s Jogging, Running, Workout Pant | Soft Cotton Blend Joggers | Stylish Activewear Track Pants","blue & black set of 2","30","1","290.0","290.0",
"DELIVERED","145586539934095168_1","2025-04-20","Gujarat","Men?s Regular Fit Solid Formal Shirt with Button Down Collar | Office Wear & Party Style","Black Shirt","L","1","235.0","235.0",
"CANCELLED","145751317913475648_1","2025-04-21","West Bengal","Men?s Popcorn Fabric Shirt | Printed Casual & Formal Shirt | Stylish Half Sleeve Kurta Style Shirt | Solid Party Wear Shirt for Men | Office & Daily Wear ","Shirt","XL","1","180.0","180.0",
"DELIVERED","145763441515633216_1","2025-04-21","West Bengal","Men?s Popcorn Fabric Shirt | Printed Casual & Formal Shirt | Stylish Half Sleeve Kurta Style Shirt | Solid Party Wear Shirt for Men | Office & Daily Wear ","Shirt","XL","1","208.0","208.0",
"RTO_COMPLETE","145790528069322240_1","2025-04-21","Bihar","Men?s Popcorn Fabric Shirt | Printed Casual & Formal Shirt | Stylish Half Sleeve Kurta Style Shirt | Solid Party Wear Shirt for Men | Office & Daily Wear ","Shirt","M","1","208.0","208.0",
"RTO_COMPLETE","145791853635734656_1","2025-04-21","Arunachal Pradesh","Men?s Popcorn Fabric Shirt | Printed Casual & Formal Shirt | Stylish Half Sleeve Kurta Style Shirt | Solid Party Wear Shirt for Men | Office & Daily Wear ","Shirt","XL","1","208.0","208.0",
"DELIVERED","145792337163425600_1","2025-04-21","Tamil Nadu","Men?s Popcorn Fabric Shirt | Printed Casual & Formal Shirt | Stylish Half Sleeve Kurta Style Shirt | Solid Party Wear Shirt for Men | Office & Daily Wear ","Shirt","XL","1","180.0","180.0",
"DELIVERED","145792464720361152_1","2025-04-21","Uttar Pradesh"," Trimmer | Facial Hair | 2 in 1 Painless Hair Remover for Girls | Eyebrow, Lip, Nose & Face Trimmer | Electric Razor & Bikini Epilator | Flawless Finishing Touch | Portable Grooming Tool | Pain-Free Hair Removal ","TRIMMER","Free Size","1","190.0","190.0",
"DELIVERED","145793093530416832_1","2025-04-21","Madhya Pradesh","Men?s Popcorn Fabric Shirt | Printed Casual & Formal Shirt | Stylish Half Sleeve Kurta Style Shirt | Solid Party Wear Shirt for Men | Office & Daily Wear ","Shirt","L","1","208.0","208.0",
"RTO_COMPLETE","145794816630492288_1","2025-04-21","Chhattisgarh","Men?s Popcorn Fabric Shirt | Printed Casual & Formal Shirt | Stylish Half Sleeve Kurta Style Shirt | Solid Party Wear Shirt for Men | Office & Daily Wear ","Shirt","L","1","208.0","208.0",
"RTO_COMPLETE","145797670426544320_1","2025-04-21","Meghalaya","Men?s Popcorn Fabric Shirt | Printed Casual & Formal Shirt | Stylish Half Sleeve Kurta Style Shirt | Solid Party Wear Shirt for Men | Office & Daily Wear ","Shirt","M","1","208.0","208.0",
"RTO_COMPLETE","145797713928591936_1","2025-04-21","West Bengal","Men?s Popcorn Fabric Shirt | Printed Casual & Formal Shirt | Stylish Half Sleeve Kurta Style Shirt | Solid Party Wear Shirt for Men | Office & Daily Wear ","Shirt","M","1","180.0","180.0",
"CANCELLED","145797792975656768_1","2025-04-21","Karnataka","Men?s Popcorn Fabric Shirt | Printed Casual & Formal Shirt | Stylish Half Sleeve Kurta Style Shirt | Solid Party Wear Shirt for Men | Office & Daily Wear ","Shirt","M","1","208.0","208.0",
"RTO_COMPLETE","145799479231453760_1","2025-04-21","Meghalaya","Women?s Cotton Ice Silk Seamless Invisible Panties Hipster Medium Rise Brief Panty Multicolour (Pack of 6) (Assorted)","Panty","S","1","122.0","122.0",
"DELIVERED","145811799441611328_1","2025-04-21","Jharkhand","Men?s Popcorn Fabric Shirt | Printed Casual & Formal Shirt | Stylish Half Sleeve Kurta Style Shirt | Solid Party Wear Shirt for Men | Office & Daily Wear ","Shirt","M","1","180.0","180.0",
"DELIVERED","145813885328985216_1","2025-04-21","Odisha","Men?s Popcorn Fabric Shirt | Printed Casual & Formal Shirt | Stylish Half Sleeve Kurta Style Shirt | Solid Party Wear Shirt for Men | Office & Daily Wear ","Shirt","XL","1","208.0","208.0",
"CANCELLED","145890700709721796_1","2025-04-21","Tamil Nadu","Men's Popcorn Fabric Designer Shirt | Urban Casual Shirt for Men | Half Sleeve Stylish Shirt | Daily Fashion Wear | Trendy Shirt for Men with Button Down Collar | College & Street Style Shirt | Perfect Gift for Boys & Men | Lightweight Summer Shirt | Party Look Men?s Shirt","TfoHWgNL","XL","1","300.0","300.0",
"DELIVERED","146126421726009920_1","2025-04-22","Bihar","Men?s Popcorn Fabric Shirt | Printed Casual & Formal Shirt | Stylish Half Sleeve Kurta Style Shirt | Solid Party Wear Shirt for Men | Office & Daily Wear ","Shirt","M","1","208.0","208.0",
"DELIVERED","146192057641223680_1","2025-04-22","Tamil Nadu","Track | Traack Stylish Jogger Lower for Men | Lower for Men Sports | Gym Track Pants for Men | Stylish Casual Wear Lower | Daily Wear Traack Pant | Combo Pack of 2 Black & Blue| Stretchable & Comfortable Fit | Stylish Trendy Track Pants | Men?s Lower Pack | Casual & Gymwear","track","M","1","290.0","290.0",
"DELIVERED","146199038022814208_1","2025-04-22","Madhya Pradesh","Track | Traack Stylish Jogger Lower for Men | Lower for Men Sports | Gym Track Pants for Men | Stylish Casual Wear Lower | Daily Wear Traack Pant | Combo Pack of 2 Black & Blue| Stretchable & Comfortable Fit | Stylish Trendy Track Pants | Men?s Lower Pack | Casual & Gymwear","track","XL","1","290.0","290.0",
"CANCELLED","146299591867177344_1","2025-04-22","Andhra Pradesh","Track | Traack Stylish Jogger Lower for Men | Lower for Men Sports | Gym Track Pants for Men | Stylish Casual Wear Lower | Daily Wear Traack Pant | Combo Pack of 2 Black & Blue| Stretchable & Comfortable Fit | Stylish Trendy Track Pants | Men?s Lower Pack | Casual & Gymwear","track","M","1","290.0","290.0",
"DELIVERED","146464221461682560_1","2025-04-23","Tamil Nadu","Men?s Popcorn Fabric Shirt | Printed Casual & Formal Shirt | Stylish Half Sleeve Kurta Style Shirt | Solid Party Wear Shirt for Men | Office & Daily Wear ","Shirt","L","1","208.0","208.0",
"DELIVERED","146532211425822592_1","2025-04-23","Telangana","Men?s Popcorn Fabric Shirt | Printed Casual & Formal Shirt | Stylish Half Sleeve Kurta Style Shirt | Solid Party Wear Shirt for Men | Office & Daily Wear ","Shirt","XL","1","208.0","208.0",
"DELIVERED","146539609607653188_1","2025-04-23","Tamil Nadu","Men?s Popcorn Fabric Shirt | Printed Casual & Formal Shirt | Stylish Half Sleeve Kurta Style Shirt | Solid Party Wear Shirt for Men | Office & Daily Wear ","Shirt","L","1","300.0","300.0",
"DELIVERED","146544690243585920_1","2025-04-23","Karnataka","Track | Traack Stylish Jogger Lower for Men | Lower for Men Sports | Gym Track Pants for Men | Stylish Casual Wear Lower | Daily Wear Traack Pant | Combo Pack of 2 Black & Blue| Stretchable & Comfortable Fit | Stylish Trendy Track Pants | Men?s Lower Pack | Casual & Gymwear","track","L","1","290.0","290.0",
"RTO_COMPLETE","146593201511039168_1","2025-04-23","Assam","Track | Traack Stylish Jogger Lower for Men | Lower for Men Sports | Gym Track Pants for Men | Stylish Casual Wear Lower | Daily Wear Traack Pant | Combo Pack of 2 Black & Blue| Stretchable & Comfortable Fit | Stylish Trendy Track Pants | Men?s Lower Pack | Casual & Gymwear","track","M","1","252.0","252.0",
"DELIVERED","146595746025588608_1","2025-04-23","Maharashtra","Women?s Cotton Ice Silk Seamless Invisible Panties Hipster Medium Rise Brief Panty Multicolour (Pack of 6) (Assorted)","Panty","M","1","122.0","122.0",
"DELIVERED","146903065232574592_1","2025-04-24","Odisha","Men?s Popcorn Fabric Shirt | Printed Casual & Formal Shirt | Stylish Half Sleeve Kurta Style Shirt | Solid Party Wear Shirt for Men | Office & Daily Wear ","Shirt","M","1","300.0","300.0",
"DELIVERED","147016425383035520_1","2025-04-24","Uttar Pradesh","Stylish Shirt for Men | Gifting Shirt for Husband, Brother, Father | Half Sleeve Printed Popcorn Shirt | Casual to Party Transition Wear | Perfect for Birthdays, Anniversaries, Festivals | Office Ready Men?s Shirt | Smart Fit with Elegant Design | All Occasion Wear Shirt","cream shirt","M","1","197.0","197.0",
"DELIVERED","147078795894427776_1","2025-04-25","Madhya Pradesh","Imported Stylish Shirts For Mens","Cream","XL","1","199.0","199.0",
"DELIVERED","147172898905097920_1","2025-04-25","Telangana","Stylish Shirt for Men | Gifting Shirt for Husband, Brother, Father | Half Sleeve Printed Popcorn Shirt | Casual to Party Transition Wear | Perfect for Birthdays, Anniversaries, Festivals | Office Ready Men?s Shirt | Smart Fit with Elegant Design | All Occasion Wear Shirt","cream shirt","S","1","197.0","197.0",
"RTO_COMPLETE","147248891746222720_1","2025-04-25","Madhya Pradesh","Stylish Shirt for Men | Gifting Shirt for Husband, Brother, Father | Half Sleeve Printed Popcorn Shirt | Casual to Party Transition Wear | Perfect for Birthdays, Anniversaries, Festivals | Office Ready Men?s Shirt | Smart Fit with Elegant Design | All Occasion Wear Shirt","cream shirt","S","1","197.0","197.0",
"DELIVERED","147255232472711808_1","2025-04-25","Gujarat","Women?s Cotton Ice Silk Seamless Invisible Panties Hipster Medium Rise Brief Panty Multicolour (Pack of 6) (Assorted)","Panty","XL","1","122.0","122.0",
"DELIVERED","147256340728190144_1","2025-04-25","Tamil Nadu","Imported Stylish Shirts For Mens","white","L","1","227.0","227.0",
"DELIVERED","147275545422795968_1","2025-04-25","Maharashtra","Men?s Popcorn Fabric Shirt | Printed Casual & Formal Shirt | Stylish Half Sleeve Kurta Style Shirt | Solid Party Wear Shirt for Men | Office & Daily Wear ","Shirt","M","1","300.0","300.0",
"RTO_COMPLETE","147317805506463296_1","2025-04-25","Uttar Pradesh","Track | Traack Daily Wear Joggers for Men | Gym & Casual Lower for Men | Combo Pack of 2 Black & Green | Sports Track Pants | Stretchable & Breathable Bottomwear | Men?s Jogging, Running, Workout Pant | Soft Cotton Blend Joggers | Stylish Activewear Track Pants","blue & black set of 2","28","1","199.0","199.0",
"RTO_COMPLETE","147326051160851456_1","2025-04-25","Uttar Pradesh","Men?s Popcorn Fabric Shirt | Printed Casual & Formal Shirt | Stylish Half Sleeve Kurta Style Shirt | Solid Party Wear Shirt for Men | Office & Daily Wear ","Shirt","M","1","300.0","300.0",
"DELIVERED","147346434042598656_1","2025-04-25","Assam","Stylish Shirt for Men |1 Pis White Shirt for Husband, Brother, Father | Half Sleeve Printed Popcorn Shirt | Casual to Party Transition Wear | Perfect for Birthdays, Anniversaries, Festivals | Office Ready Men?s Shirt | Smart Fit with Elegant Design | All Occasion Wear Shirt","cream shirt","M","1","197.0","197.0",
"CANCELLED","147358598795463360_1","2025-04-25","Odisha","Imported Stylish Shirts For Mens","Cream","XL","1","199.0","199.0",
"CANCELLED","147411740112093824_1","2025-04-26","Kerala","Imported Stylish Shirts For Mens","Cream","M","1","199.0","199.0",
"DELIVERED","147612798096671744_1","2025-04-26","Andhra Pradesh"," Trimmer | Facial Hair | 2 in 1 Painless Hair Remover for Girls | Eyebrow, Lip, Nose & Face Trimmer | Electric Razor & Bikini Epilator | Flawless Finishing Touch | Portable Grooming Tool | Pain-Free Hair Removal ","TRIMMER","Free Size","1","210.0","210.0",
"RTO_COMPLETE","147616021456193088_1","2025-04-26","Madhya Pradesh","Stylish Shirt for Men |1 Pis White Shirt for Husband, Brother, Father | Half Sleeve Printed Popcorn Shirt | Casual to Party Transition Wear | Perfect for Birthdays, Anniversaries, Festivals | Office Ready Men?s Shirt | Smart Fit with Elegant Design | All Occasion Wear Shirt","cream shirt","M","1","250.0","250.0",
"DELIVERED","147699955586991104_1","2025-04-26","Maharashtra","Stylish Shirt for Men |1 Pis White Shirt for Husband, Brother, Father | Half Sleeve Printed Popcorn Shirt | Casual to Party Transition Wear | Perfect for Birthdays, Anniversaries, Festivals | Office Ready Men?s Shirt | Smart Fit with Elegant Design | All Occasion Wear Shirt","cream shirt","S","1","250.0","250.0",
"DELIVERED","147704153618485376_1","2025-04-26","Andhra Pradesh","Track | Traack Daily Wear Joggers for Men | Gym & Casual Lower for Men | Combo Pack of 2 Black & Green | Sports Track Pants | Stretchable & Breathable Bottomwear | Men?s Jogging, Running, Workout Pant | Soft Cotton Blend Joggers | Stylish Activewear Track Pants","blue & black set of 2","32","1","199.0","199.0",
"DELIVERED","147710380398708416_1","2025-04-26","Uttar Pradesh","Track | Traack Daily Wear Joggers for Men | Gym & Casual Lower for Men | Combo Pack of 2 Black & Green | Sports Track Pants | Stretchable & Breathable Bottomwear | Men?s Jogging, Running, Workout Pant | Soft Cotton Blend Joggers | Stylish Activewear Track Pants","blue & black set of 2","28","1","199.0","199.0",
"DELIVERED","147725691886668928_1","2025-04-26","Odisha","Track | Traack Daily Wear Joggers for Men | Gym & Casual Lower for Men | Combo Pack of 2 Black & Green | Sports Track Pants | Stretchable & Breathable Bottomwear | Men?s Jogging, Running, Workout Pant | Soft Cotton Blend Joggers | Stylish Activewear Track Pants","blue & black set of 2","28","1","199.0","199.0",
"DELIVERED","147732368252671168_1","2025-04-26","Karnataka","Imported Stylish Shirts For Mens","Cream","M","1","199.0","199.0",
"CANCELLED","147732553607385216_1","2025-04-26","Haryana","Track Pants for Men | Stylish Sports Lowers & Joggers for Gym & Running","trackK","30","1","275.0","275.0",
"DELIVERED","147741420227630848_1","2025-04-26","Kerala","Track | Traack Daily Wear Joggers for Men | Pack of 2 | Gym & Casual Lower for Men | Combo Pack of 2 Black & Green | Sports Track Pants | Stretchable & Breathable Bottomwear | Men?s Jogging, Running, Workout Pant | Soft Cotton Blend Joggers | Stylish Activewear Track Pants","blue & black set of 2","32","1","199.0","199.0",
